TransactionID,Date,CustomerID,ProductID,StoreID,Quantity,Discount,Revenue,Cost,Profit
T00813,2023-12-29,C094,P035,S004,2,0.1,2812.3740000000003,2391.26,421.11400000000003
T00814,2024-02-13,C119,P040,S005,5,0.0,8728.05,6612.200000000001,2115.8499999999985
T00815,2025-01-16,C094,P004,S005,1,0.05,1761.0815,1363.52,397.5615
T00816,2024-08-13,C194,P016,S005,2,0.15,3159.875,2902.32,257.55499999999984
T00817,2025-05-12,C046,P005,S005,5,0.05,6632.045,5020.45,1611.5950000000003
T00818,2024-11-08,C092,P001,S001,2,0.15,2845.273,2646.76,198.51299999999992
T00819,2025-08-24,C017,P025,S003,3,0.05,1223.0774999999999,776.1600000000001,446.9174999999998
T00820,2025-03-01,C172,P046,S002,5,0.1,5244.165,4632.75,611.415
T00821,2024-07-07,C121,P006,S004,1,0.0,318.05,187.34,130.71
T00822,2025-01-04,C027,P015,S005,3,0.1,730.2149999999999,562.8,167.41499999999996
T00823,2025-03-23,C097,P006,S004,3,0.0,954.1500000000001,562.02,392.1300000000001
T00824,2025-06-01,C097,P001,S002,5,0.15,7113.182500000001,6616.900000000001,496.28250000000025
T00825,2024-02-24,C089,P011,S004,4,0.0,994.28,762.68,231.60000000000002
T00826,2023-11-15,C113,P038,S002,2,0.0,733.86,570.46,163.39999999999998
T00827,2025-02-25,C055,P026,S002,2,0.05,1929.944,1168.8,761.144
T00828,2024-09-03,C155,P019,S001,2,0.15,2996.964,2692.96,304.0039999999999
T00829,2023-12-11,C185,P021,S001,4,0.15,4172.616,3908.36,264.25599999999986
T00830,2024-03-19,C054,P008,S005,2,0.15,186.626,141.18,45.446
T00831,2023-11-07,C063,P005,S001,2,0.05,2652.8179999999998,2008.18,644.6379999999997
T00832,2025-04-26,C162,P049,S005,1,0.05,368.847,199.3,169.54699999999997
T00833,2024-10-16,C043,P038,S003,2,0.15,623.781,570.46,53.32099999999991
T00834,2025-07-06,C185,P010,S003,1,0.05,1134.4139999999998,838.95,295.4639999999997
T00835,2025-01-09,C156,P044,S004,4,0.05,4888.889999999999,3190.16,1698.7299999999996
T00836,2025-07-22,C106,P044,S005,2,0.05,2444.4449999999997,1595.08,849.3649999999998
T00837,2024-08-30,C043,P025,S003,4,0.0,1716.6,1034.88,681.7199999999998
T00838,2024-08-05,C097,P025,S004,2,0.0,858.3,517.44,340.8599999999999
T00839,2024-09-11,C052,P011,S005,5,0.15,1056.4225,953.3499999999999,103.07249999999999
T00840,2024-07-24,C156,P025,S001,2,0.15,729.555,517.44,212.1149999999999
T00841,2024-10-25,C137,P038,S005,1,0.0,366.93,285.23,81.69999999999999
T00842,2025-08-16,C169,P010,S002,5,0.0,5970.599999999999,4194.75,1775.8499999999995
T00843,2025-08-06,C134,P023,S004,3,0.0,5635.41,3044.73,2590.68
T00844,2023-10-04,C059,P005,S004,4,0.1,5026.392,4016.36,1010.0319999999997
T00845,2024-08-17,C109,P033,S002,3,0.15,4587.3735,3987.4500000000003,599.9234999999994
T00846,2024-08-11,C022,P036,S003,5,0.15,6381.205,5838.65,542.5550000000003
T00847,2024-09-16,C049,P022,S001,1,0.0,25.57,19.05,6.52
T00848,2024-05-01,C097,P002,S002,3,0.15,2087.8379999999997,1582.8600000000001,504.9779999999996
T00849,2025-05-30,C028,P005,S002,4,0.1,5026.392,4016.36,1010.0319999999997
T00850,2025-08-03,C138,P045,S004,5,0.1,8455.86,5022.799999999999,3433.0600000000013
T00851,2024-07-16,C175,P040,S004,2,0.15,2967.537,2644.88,322.6569999999997
T00852,2024-04-01,C046,P048,S003,5,0.15,5169.529999999999,3974.0,1195.5299999999988
T00853,2024-11-05,C079,P003,S005,3,0.15,860.9565,507.09000000000003,353.8665
T00854,2024-08-30,C169,P009,S001,2,0.15,209.423,160.72,48.703
T00855,2023-11-14,C026,P012,S002,5,0.15,5070.6325,4091.2,979.4324999999999
T00856,2024-07-03,C141,P039,S005,1,0.05,513.893,398.25,115.64300000000003
T00857,2025-01-03,C163,P022,S001,1,0.05,24.2915,19.05,5.2414999999999985
T00858,2025-04-16,C154,P031,S004,1,0.0,1095.72,822.2,273.52
T00859,2024-03-06,C057,P004,S003,1,0.0,1853.77,1363.52,490.25
T00860,2024-08-23,C103,P013,S005,5,0.1,5106.6,3375.5,1731.1000000000004
T00861,2025-07-24,C199,P043,S002,4,0.15,1919.0279999999998,1175.84,743.1879999999999
T00862,2024-10-28,C052,P003,S005,3,0.05,962.2455,507.09000000000003,455.15549999999996
T00863,2025-03-29,C154,P045,S005,5,0.05,8925.63,5022.799999999999,3902.83
T00864,2024-02-12,C173,P005,S001,3,0.05,3979.227,3012.27,966.9569999999999
T00865,2023-11-19,C041,P037,S001,3,0.15,4979.257500000001,4353.8099999999995,625.4475000000011
T00866,2025-04-11,C172,P002,S004,4,0.05,3111.288,2110.48,1000.808
T00867,2024-06-01,C189,P043,S001,1,0.1,507.97799999999995,293.96,214.01799999999997
T00868,2024-09-09,C089,P025,S003,2,0.05,815.3849999999999,517.44,297.9449999999998
T00869,2024-12-08,C104,P011,S005,1,0.1,223.713,190.67,33.043000000000006
T00870,2023-10-07,C105,P012,S005,1,0.0,1193.09,818.24,374.8499999999999
T00871,2024-11-21,C088,P038,S001,5,0.1,1651.1850000000002,1426.15,225.03500000000008
T00872,2025-07-20,C178,P041,S004,4,0.15,5559.034,4173.16,1385.8739999999998
T00873,2024-09-28,C194,P047,S003,4,0.15,4070.4120000000003,2890.96,1179.4520000000002
T00874,2024-10-05,C124,P040,S001,3,0.0,5236.83,3967.32,1269.5099999999998
T00875,2024-11-30,C163,P022,S002,2,0.1,46.026,38.1,7.926000000000002
T00876,2024-05-23,C091,P048,S005,5,0.0,6081.799999999999,3974.0,2107.7999999999993
T00877,2023-11-16,C064,P014,S003,1,0.15,1141.3374999999999,797.94,343.3974999999998
T00878,2023-12-27,C020,P018,S005,2,0.15,1835.813,1407.66,428.153
T00879,2024-09-05,C091,P049,S002,5,0.1,1747.17,996.5,750.6700000000001
T00880,2024-01-18,C192,P043,S002,4,0.05,2144.796,1175.84,968.9559999999999
T00881,2024-08-16,C189,P030,S002,3,0.05,83.33399999999999,45.839999999999996,37.49399999999999
T00882,2024-12-08,C052,P038,S002,5,0.1,1651.1850000000002,1426.15,225.03500000000008
T00883,2025-04-29,C200,P013,S001,1,0.0,1134.8,675.1,459.69999999999993
T00884,2025-05-03,C158,P044,S001,5,0.0,6432.75,3987.7,2445.05
T00885,2024-09-27,C096,P001,S005,3,0.15,4267.9095,3970.1400000000003,297.7694999999994
T00886,2024-11-25,C126,P019,S002,5,0.1,7933.14,6732.4,1200.7400000000007
T00887,2025-06-17,C057,P006,S005,2,0.0,636.1,374.68,261.42
T00888,2024-06-24,C123,P027,S005,1,0.1,1145.007,952.65,192.35700000000008
T00889,2025-08-05,C176,P025,S002,4,0.0,1716.6,1034.88,681.7199999999998
T00890,2025-01-21,C081,P021,S001,1,0.05,1165.878,977.09,188.7879999999999
T00891,2025-02-17,C149,P017,S001,3,0.1,3364.497,2500.56,863.9369999999999
T00892,2025-07-11,C048,P023,S005,3,0.05,5353.639499999999,3044.73,2308.9094999999993
T00893,2023-11-01,C121,P023,S005,3,0.1,5071.869,3044.73,2027.1389999999997
T00894,2024-07-17,C128,P049,S004,2,0.15,660.0419999999999,398.6,261.4419999999999
T00895,2024-11-11,C094,P039,S004,3,0.15,1379.3970000000002,1194.75,184.64700000000016
T00896,2025-06-13,C147,P015,S002,5,0.05,1284.6375,938.0,346.63750000000005
T00897,2024-02-17,C185,P020,S003,2,0.15,550.664,485.96,64.70400000000001
T00898,2025-01-10,C051,P035,S002,2,0.15,2656.131,2391.26,264.87099999999964
T00899,2024-07-28,C046,P031,S004,4,0.05,4163.736,3288.8,874.9359999999997
T00900,2024-08-13,C125,P042,S003,3,0.0,1360.8600000000001,949.89,410.97000000000014
T00901,2024-11-30,C026,P018,S002,1,0.05,1025.8955,703.83,322.06550000000004
T00902,2024-02-20,C122,P005,S001,4,0.1,5026.392,4016.36,1010.0319999999997
T00903,2024-08-03,C093,P027,S003,5,0.1,5725.035,4763.25,961.7849999999999
T00904,2024-08-10,C006,P018,S004,1,0.1,971.9010000000001,703.83,268.071
T00905,2025-04-28,C148,P001,S005,5,0.05,7950.0275,6616.900000000001,1333.1274999999996
T00906,2025-07-13,C091,P032,S003,5,0.15,1295.0175,820.05,474.9675
T00907,2025-01-26,C021,P045,S004,5,0.1,8455.86,5022.799999999999,3433.0600000000013
T00908,2023-11-08,C162,P038,S002,2,0.1,660.474,570.46,90.01400000000001
T00909,2024-07-31,C162,P024,S005,5,0.15,6321.4925,4065.3500000000004,2256.1425
T00910,2024-03-10,C021,P007,S002,3,0.05,4201.241999999999,2292.06,1909.1819999999993
T00911,2024-08-03,C082,P018,S003,3,0.15,2753.7195,2111.4900000000002,642.2294999999999
T00912,2024-03-10,C114,P013,S003,5,0.15,4822.9,3375.5,1447.3999999999996
T00913,2025-03-17,C043,P001,S002,1,0.05,1590.0055,1323.38,266.6254999999999
T00914,2025-03-10,C170,P008,S003,1,0.05,104.291,70.59,33.70099999999999
T00915,2024-02-28,C102,P013,S001,1,0.0,1134.8,675.1,459.69999999999993
T00916,2025-06-30,C141,P041,S001,1,0.15,1389.7585,1043.29,346.46849999999995
T00917,2024-03-03,C027,P043,S003,5,0.05,2680.995,1469.8,1211.195
T00918,2025-03-01,C168,P024,S004,3,0.05,4239.1185000000005,2439.21,1799.9085000000005
T00919,2024-12-10,C189,P026,S003,4,0.05,3859.888,2337.6,1522.288
T00920,2025-03-10,C135,P039,S002,1,0.0,540.94,398.25,142.69000000000005
T00921,2025-04-01,C084,P035,S004,4,0.1,5624.7480000000005,4782.52,842.2280000000001
T00922,2025-02-23,C035,P024,S005,2,0.15,2528.597,1626.14,902.4570000000001
T00923,2024-11-04,C135,P013,S005,3,0.1,3063.9599999999996,2025.3000000000002,1038.6599999999994
T00924,2024-12-13,C139,P011,S002,1,0.15,211.28449999999998,190.67,20.614499999999992
T00925,2025-01-22,C094,P027,S004,3,0.05,3625.8554999999997,2857.95,767.9054999999998
T00926,2024-11-10,C003,P001,S001,5,0.05,7950.0275,6616.900000000001,1333.1274999999996
T00927,2025-02-16,C074,P016,S004,5,0.0,9293.75,7255.8,2037.9499999999998
T00928,2023-10-05,C194,P026,S004,3,0.0,3047.2799999999997,1753.1999999999998,1294.08
T00929,2024-07-20,C075,P001,S005,2,0.0,3347.38,2646.76,700.6199999999999
T00930,2025-08-03,C049,P005,S004,5,0.15,5933.935,5020.45,913.4850000000006
T00931,2025-04-09,C064,P026,S002,4,0.15,3453.584,2337.6,1115.984
T00932,2025-08-25,C068,P003,S001,4,0.05,1282.994,676.12,606.8739999999999
T00933,2023-12-18,C073,P015,S005,3,0.15,689.6474999999999,562.8,126.84749999999997
T00934,2025-02-03,C018,P042,S002,2,0.1,816.5160000000001,633.26,183.25600000000009
T00935,2024-05-11,C164,P048,S004,5,0.15,5169.529999999999,3974.0,1195.5299999999988
T00936,2024-09-21,C180,P026,S005,4,0.05,3859.888,2337.6,1522.288
T00937,2024-02-11,C005,P037,S002,1,0.0,1952.65,1451.27,501.3800000000001
T00938,2024-05-12,C027,P022,S003,3,0.05,72.8745,57.150000000000006,15.724499999999992
T00939,2025-04-17,C187,P033,S001,2,0.0,3597.94,2658.3,939.6399999999999
T00940,2024-07-18,C004,P016,S004,2,0.1,3345.75,2902.32,443.42999999999984
T00941,2024-01-24,C080,P032,S004,3,0.15,777.0104999999999,492.03,284.9804999999999
T00942,2025-05-02,C085,P014,S001,2,0.0,2685.5,1595.88,1089.62
T00943,2025-06-20,C199,P045,S004,1,0.15,1597.2179999999998,1004.56,592.6579999999999
T00944,2024-11-21,C050,P019,S003,4,0.0,7051.68,5385.92,1665.7600000000002
T00945,2025-08-06,C197,P010,S002,4,0.15,4060.0079999999994,3355.8,704.2079999999992
T00946,2025-07-20,C189,P015,S001,2,0.15,459.765,375.2,84.565
T00947,2024-12-28,C134,P036,S002,4,0.15,5104.964,4670.92,434.04399999999987
T00948,2024-09-17,C083,P011,S002,1,0.0,248.57,190.67,57.900000000000006
T00949,2023-11-24,C124,P023,S003,2,0.1,3381.246,2029.82,1351.4260000000002
T00950,2023-12-15,C171,P040,S002,1,0.05,1658.3294999999998,1322.44,335.88949999999977
T00951,2025-07-18,C084,P025,S001,2,0.1,772.47,517.44,255.02999999999997
T00952,2024-07-30,C102,P039,S002,1,0.0,540.94,398.25,142.69000000000005
T00953,2024-08-31,C177,P014,S005,2,0.1,2416.9500000000003,1595.88,821.0700000000002
T00954,2024-08-11,C064,P007,S002,4,0.0,5896.48,3056.08,2840.3999999999996
T00955,2024-05-08,C195,P038,S001,1,0.1,330.237,285.23,45.007000000000005
T00956,2024-11-25,C180,P042,S005,1,0.05,430.93899999999996,316.63,114.30899999999997
T00957,2024-08-26,C060,P017,S003,5,0.1,5607.495,4167.6,1439.8949999999995
T00958,2023-10-11,C188,P019,S002,1,0.15,1498.482,1346.48,152.00199999999995
T00959,2024-04-17,C186,P033,S002,3,0.0,5396.91,3987.4500000000003,1409.4599999999996
T00960,2025-07-18,C181,P020,S004,5,0.1,1457.64,1214.8999999999999,242.74000000000024
T00961,2025-05-30,C049,P015,S005,2,0.1,486.81,375.2,111.61000000000001
T00962,2025-06-14,C188,P031,S004,3,0.05,3122.8019999999997,2466.6000000000004,656.2019999999993
T00963,2023-09-20,C136,P047,S002,4,0.1,4309.848,2890.96,1418.888
T00964,2024-07-31,C139,P046,S003,4,0.0,4661.48,3706.2,955.2799999999997
T00965,2025-03-23,C188,P030,S002,1,0.1,26.316,15.28,11.036
T00966,2024-02-02,C083,P003,S001,5,0.15,1434.9275,845.15,589.7775
T00967,2024-09-07,C135,P022,S004,5,0.05,121.4575,95.25,26.207499999999996
T00968,2025-01-20,C083,P031,S004,3,0.0,3287.16,2466.6000000000004,820.5599999999995
T00969,2024-01-05,C134,P011,S001,1,0.05,236.14149999999998,190.67,45.47149999999999
T00970,2024-11-03,C009,P042,S002,1,0.15,385.577,316.63,68.947
T00971,2025-07-18,C026,P016,S001,5,0.15,7899.6875,7255.8,643.8874999999998
T00972,2025-03-17,C135,P037,S005,5,0.1,8786.925000000001,7256.35,1530.5750000000007
T00973,2025-05-31,C094,P044,S002,5,0.0,6432.75,3987.7,2445.05
T00974,2024-03-26,C054,P045,S004,1,0.15,1597.2179999999998,1004.56,592.6579999999999
T00975,2024-03-21,C093,P045,S005,4,0.1,6764.688,4018.24,2746.4480000000003
T00976,2025-04-13,C158,P045,S003,5,0.0,9395.4,5022.799999999999,4372.6
T00977,2024-08-09,C078,P045,S001,2,0.0,3758.16,2009.12,1749.04
T00978,2025-01-02,C186,P033,S002,5,0.15,7645.6225,6645.75,999.8725000000004
T00979,2023-10-31,C050,P014,S005,2,0.05,2551.225,1595.88,955.3449999999998
T00980,2024-12-12,C192,P001,S001,5,0.1,7531.6050000000005,6616.900000000001,914.7049999999999
T00981,2024-06-29,C180,P031,S004,1,0.05,1040.934,822.2,218.73399999999992
T00982,2025-07-29,C141,P002,S004,5,0.1,3684.42,2638.1,1046.3200000000002
T00983,2025-07-23,C137,P019,S005,4,0.1,6346.512000000001,5385.92,960.5920000000006
T00984,2024-10-18,C141,P029,S003,3,0.15,3786.8774999999996,2964.93,821.9474999999998
T00985,2024-07-04,C186,P026,S003,5,0.05,4824.86,2922.0,1902.8599999999997
T00986,2024-08-21,C097,P024,S005,3,0.1,4016.0070000000005,2439.21,1576.7970000000005
T00987,2024-08-29,C115,P030,S004,1,0.0,29.24,15.28,13.959999999999999
T00988,2024-09-24,C153,P030,S001,5,0.05,138.89,76.39999999999999,62.489999999999995
T00989,2023-11-05,C002,P007,S003,2,0.05,2800.8279999999995,1528.04,1272.7879999999996
T00990,2025-05-26,C006,P020,S003,5,0.05,1538.6200000000001,1214.8999999999999,323.72000000000025
T00991,2024-07-02,C010,P046,S004,3,0.05,3321.3044999999997,2779.6499999999996,541.6545000000001
T00992,2023-12-13,C068,P011,S003,5,0.05,1180.7074999999998,953.3499999999999,227.35749999999985
T00993,2024-01-26,C066,P029,S003,1,0.15,1262.2925,988.31,273.9825000000001
T00994,2024-09-05,C188,P016,S001,3,0.15,4739.8125,4353.4800000000005,386.3324999999995
T00995,2024-09-04,C125,P021,S005,1,0.1,1104.516,977.09,127.42600000000004
T00996,2024-08-29,C188,P032,S005,4,0.0,1218.84,656.04,562.8
T00997,2024-05-24,C198,P050,S003,3,0.15,2663.832,2325.21,338.62199999999984
T00998,2024-10-31,C031,P014,S002,5,0.0,6713.75,3989.7000000000003,2724.0499999999997
T00999,2024-01-12,C014,P024,S003,5,0.0,7437.05,4065.3500000000004,3371.7
T01000,2025-08-12,C139,P037,S005,2,0.1,3514.7700000000004,2902.54,612.2300000000005
T01001,2024-12-28,C040,P047,S001,4,0.15,4070.4120000000003,2890.96,1179.4520000000002
T01002,2024-11-28,C057,P015,S004,3,0.15,689.6474999999999,562.8,126.84749999999997
T01003,2024-02-23,C034,P030,S003,1,0.15,24.854,15.28,9.574
T01004,2024-12-08,C141,P019,S004,3,0.0,5288.76,4039.44,1249.3200000000002
T01005,2024-05-30,C129,P014,S004,2,0.05,2551.225,1595.88,955.3449999999998
T01006,2024-12-11,C144,P002,S002,4,0.15,2783.784,2110.48,673.3040000000001
T01007,2024-03-19,C144,P018,S005,5,0.05,5129.477500000001,3519.15,1610.3275000000008
T01008,2025-06-10,C019,P014,S003,4,0.1,4833.900000000001,3191.76,1642.1400000000003
T01009,2023-11-01,C029,P047,S004,4,0.1,4309.848,2890.96,1418.888
T01010,2024-05-09,C049,P036,S003,3,0.0,4504.38,3503.19,1001.19
T01011,2024-04-21,C044,P001,S003,5,0.15,7113.182500000001,6616.900000000001,496.28250000000025
T01012,2024-02-21,C113,P028,S001,2,0.05,1280.1819999999998,726.66,553.5219999999998
T01013,2024-02-19,C040,P020,S001,1,0.0,323.92,242.98,80.94000000000003
T01014,2025-05-13,C159,P008,S002,3,0.0,329.34000000000003,211.77,117.57000000000002
T01015,2025-06-20,C178,P005,S001,3,0.15,3560.361,3012.27,548.0909999999999
T01016,2024-07-07,C006,P026,S003,2,0.05,1929.944,1168.8,761.144
T01017,2023-11-13,C140,P046,S005,3,0.15,2971.6935,2779.6499999999996,192.04350000000022
T01018,2024-06-08,C178,P032,S001,4,0.0,1218.84,656.04,562.8
T01019,2024-06-27,C044,P039,S001,3,0.05,1541.679,1194.75,346.9290000000001
T01020,2025-08-21,C014,P010,S004,1,0.0,1194.12,838.95,355.16999999999985
T01021,2024-02-11,C170,P006,S003,3,0.0,954.1500000000001,562.02,392.1300000000001
T01022,2024-03-08,C075,P026,S004,2,0.15,1726.792,1168.8,557.992
T01023,2024-07-10,C081,P001,S004,5,0.0,8368.45,6616.900000000001,1751.5500000000002
T01024,2024-12-04,C051,P039,S005,4,0.0,2163.76,1593.0,570.7600000000002
T01025,2023-12-27,C064,P023,S005,3,0.1,5071.869,3044.73,2027.1389999999997
T01026,2023-09-26,C101,P044,S002,1,0.1,1157.895,797.54,360.355
T01027,2024-10-31,C091,P040,S003,2,0.1,3142.098,2644.88,497.21799999999985
T01028,2025-03-10,C161,P002,S003,4,0.0,3275.04,2110.48,1164.56
T01029,2024-02-20,C058,P031,S002,3,0.15,2794.086,2466.6000000000004,327.4859999999994
T01030,2023-12-10,C023,P001,S004,5,0.05,7950.0275,6616.900000000001,1333.1274999999996
T01031,2024-03-27,C062,P037,S005,2,0.15,3319.505,2902.54,416.96500000000015
T01032,2024-06-10,C155,P019,S003,4,0.05,6699.096,5385.92,1313.1759999999995
T01033,2025-01-14,C168,P027,S002,5,0.05,6043.0925,4763.25,1279.8424999999997
T01034,2023-10-12,C080,P010,S005,2,0.15,2030.0039999999997,1677.9,352.1039999999996
T01035,2025-02-06,C168,P023,S005,2,0.1,3381.246,2029.82,1351.4260000000002
T01036,2024-08-04,C143,P002,S005,1,0.05,777.822,527.62,250.202
T01037,2024-10-23,C038,P050,S001,3,0.15,2663.832,2325.21,338.62199999999984
T01038,2024-01-08,C078,P019,S004,3,0.05,5024.322,4039.44,984.8820000000001
T01039,2025-06-13,C028,P030,S002,2,0.0,58.48,30.56,27.919999999999998
T01040,2024-03-26,C156,P044,S005,5,0.05,6111.112499999999,3987.7,2123.4124999999995
T01041,2025-05-22,C060,P002,S001,3,0.0,2456.2799999999997,1582.8600000000001,873.4199999999996
T01042,2024-10-19,C035,P001,S005,5,0.15,7113.182500000001,6616.900000000001,496.28250000000025
T01043,2024-05-01,C048,P001,S004,4,0.15,5690.546,5293.52,397.02599999999984
T01044,2024-07-12,C042,P028,S002,2,0.0,1347.56,726.66,620.9
T01045,2024-11-04,C196,P049,S001,3,0.15,990.063,597.9000000000001,392.1629999999999
T01046,2025-03-03,C191,P019,S002,2,0.0,3525.84,2692.96,832.8800000000001
T01047,2023-09-15,C113,P036,S005,4,0.1,5405.256,4670.92,734.3360000000002
T01048,2024-01-17,C064,P024,S004,4,0.0,5949.64,3252.28,2697.36
T01049,2023-12-22,C185,P020,S003,4,0.0,1295.68,971.92,323.7600000000001
T01050,2024-06-11,C116,P048,S004,1,0.05,1155.542,794.8,360.74199999999996
T01051,2024-08-26,C189,P016,S001,5,0.15,7899.6875,7255.8,643.8874999999998
T01052,2024-12-17,C049,P032,S003,4,0.15,1036.014,656.04,379.97399999999993
T01053,2024-06-05,C199,P049,S003,4,0.05,1475.388,797.2,678.1879999999999
T01054,2025-02-22,C076,P012,S005,1,0.05,1133.4354999999998,818.24,315.1954999999998
T01055,2023-11-28,C166,P013,S004,1,0.0,1134.8,675.1,459.69999999999993
T01056,2023-12-15,C200,P014,S005,5,0.05,6378.0625,3989.7000000000003,2388.3624999999997
T01057,2023-12-25,C106,P002,S003,4,0.0,3275.04,2110.48,1164.56
T01058,2024-03-12,C117,P042,S005,2,0.15,771.154,633.26,137.894
T01059,2025-07-22,C065,P015,S003,2,0.0,540.9,375.2,165.7
T01060,2025-01-08,C030,P034,S004,3,0.0,1284.15,738.21,545.94
T01061,2024-09-28,C187,P038,S005,5,0.05,1742.9175,1426.15,316.7674999999999
T01062,2024-04-06,C141,P033,S004,1,0.05,1709.0214999999998,1329.15,379.87149999999974
T01063,2024-05-31,C145,P045,S002,2,0.05,3570.2519999999995,2009.12,1561.1319999999996
T01064,2023-11-26,C197,P040,S001,4,0.1,6284.196,5289.76,994.4359999999997
T01065,2024-06-18,C187,P048,S004,3,0.05,3466.6259999999997,2384.3999999999996,1082.226
T01066,2025-03-08,C034,P037,S002,1,0.1,1757.3850000000002,1451.27,306.11500000000024
T01067,2025-01-03,C118,P013,S004,4,0.0,4539.2,2700.4,1838.7999999999997
T01068,2024-10-29,C061,P049,S002,5,0.15,1650.105,996.5,653.605
T01069,2024-11-27,C105,P022,S004,1,0.0,25.57,19.05,6.52
T01070,2024-07-05,C141,P003,S003,5,0.05,1603.7425,845.15,758.5925000000001
T01071,2025-03-06,C048,P039,S002,1,0.1,486.84600000000006,398.25,88.59600000000006
T01072,2024-02-26,C038,P013,S001,5,0.1,5106.6,3375.5,1731.1000000000004
T01073,2025-02-20,C023,P041,S001,1,0.15,1389.7585,1043.29,346.46849999999995
T01074,2024-07-07,C042,P045,S003,5,0.05,8925.63,5022.799999999999,3902.83
T01075,2025-01-28,C192,P006,S005,3,0.0,954.1500000000001,562.02,392.1300000000001
T01076,2025-06-28,C197,P028,S003,3,0.1,1819.206,1089.99,729.2159999999999
T01077,2025-05-23,C018,P017,S004,5,0.0,6230.549999999999,4167.6,2062.949999999999
T01078,2024-12-24,C121,P009,S002,1,0.1,110.871,80.36,30.510999999999996
T01079,2024-12-24,C135,P047,S004,5,0.05,5686.6050000000005,3613.7,2072.9050000000007
T01080,2024-09-05,C157,P004,S001,1,0.0,1853.77,1363.52,490.25
T01081,2023-12-26,C186,P002,S005,3,0.15,2087.8379999999997,1582.8600000000001,504.9779999999996
T01082,2023-12-10,C067,P019,S005,5,0.1,7933.14,6732.4,1200.7400000000007
T01083,2024-04-17,C158,P025,S005,4,0.15,1459.11,1034.88,424.2299999999998
T01084,2025-03-29,C047,P009,S005,2,0.1,221.742,160.72,61.02199999999999
T01085,2024-11-25,C001,P015,S001,1,0.15,229.8825,187.6,42.2825
T01086,2025-04-04,C189,P038,S002,5,0.15,1559.4525,1426.15,133.3025
T01087,2025-01-06,C012,P046,S003,3,0.05,3321.3044999999997,2779.6499999999996,541.6545000000001
T01088,2024-03-02,C164,P005,S002,3,0.1,3769.794,3012.27,757.5239999999999
T01089,2024-04-03,C079,P026,S003,5,0.1,4570.92,2922.0,1648.92
T01090,2024-03-20,C030,P009,S003,3,0.15,314.1345,241.07999999999998,73.05450000000002
T01091,2025-01-23,C045,P040,S002,3,0.1,4713.147,3967.32,745.8269999999998
T01092,2025-07-12,C122,P041,S001,2,0.15,2779.517,2086.58,692.9369999999999
T01093,2024-07-29,C161,P033,S004,5,0.1,8095.365000000001,6645.75,1449.6150000000007
T01094,2024-05-29,C106,P020,S001,5,0.1,1457.64,1214.8999999999999,242.74000000000024
T01095,2025-06-14,C143,P034,S005,1,0.05,406.6475,246.07,160.5775
T01096,2025-03-30,C091,P031,S001,2,0.1,1972.296,1644.4,327.89599999999996
T01097,2024-09-15,C087,P002,S004,5,0.05,3889.11,2638.1,1251.0100000000002
T01098,2024-11-12,C048,P023,S005,1,0.1,1690.623,1014.91,675.7130000000001
T01099,2025-07-06,C182,P012,S001,3,0.15,3042.3794999999996,2454.7200000000003,587.6594999999993
T01100,2024-11-19,C128,P035,S002,3,0.15,3984.1965,3586.8900000000003,397.3064999999997
T01101,2025-04-30,C056,P017,S005,3,0.05,3551.4134999999997,2500.56,1050.8534999999997
T01102,2025-06-27,C096,P034,S001,2,0.0,856.1,492.14,363.96000000000004
T01103,2025-06-07,C130,P018,S001,4,0.05,4103.582,2815.32,1288.2620000000002
T01104,2024-01-09,C088,P013,S004,5,0.1,5106.6,3375.5,1731.1000000000004
T01105,2025-05-02,C037,P011,S001,5,0.05,1180.7074999999998,953.3499999999999,227.35749999999985
T01106,2024-04-06,C186,P027,S001,4,0.15,4325.582,3810.6,514.9820000000004
T01107,2025-05-31,C002,P009,S003,1,0.0,123.19,80.36,42.83
T01108,2025-08-19,C120,P016,S001,1,0.1,1672.875,1451.16,221.71499999999992
T01109,2025-05-08,C148,P004,S003,2,0.1,3336.786,2727.04,609.7460000000001
T01110,2024-02-08,C050,P006,S003,3,0.1,858.7350000000001,562.02,296.71500000000015
T01111,2024-08-29,C172,P021,S001,3,0.05,3497.634,2931.27,566.364
T01112,2025-01-13,C071,P045,S001,1,0.0,1879.08,1004.56,874.52
T01113,2023-11-25,C139,P025,S003,5,0.1,1931.175,1293.6000000000001,637.5749999999998
T01114,2025-05-11,C037,P029,S003,5,0.05,7053.987499999999,4941.549999999999,2112.4375
T01115,2023-12-28,C019,P042,S003,5,0.1,2041.29,1583.15,458.1399999999999
T01116,2023-10-13,C013,P020,S002,1,0.15,275.332,242.98,32.352000000000004
T01117,2023-12-23,C028,P012,S004,1,0.0,1193.09,818.24,374.8499999999999
T01118,2024-07-14,C101,P002,S002,5,0.15,3479.73,2638.1,841.6300000000001
T01119,2024-04-26,C080,P022,S003,2,0.0,51.14,38.1,13.04
T01120,2025-06-09,C146,P021,S002,1,0.15,1043.154,977.09,66.06399999999996
T01121,2023-11-04,C117,P026,S003,4,0.15,3453.584,2337.6,1115.984
T01122,2024-06-29,C058,P040,S002,5,0.1,7855.245,6612.200000000001,1243.0449999999992
T01123,2025-07-24,C101,P021,S002,3,0.1,3313.5480000000002,2931.27,382.27800000000025
T01124,2024-10-16,C125,P021,S001,1,0.15,1043.154,977.09,66.06399999999996
